,quotedate,expiration,strike,impliedvol,delta
2251678,2020-12-15,2021-01-15,306.0,0.375,-0.0366
2251680,2020-12-15,2021-01-15,307.0,0.3718,-0.0379
2251682,2020-12-15,2021-01-15,308.0,0.3687,-0.0393
2251684,2020-12-15,2021-01-15,309.0,0.3654,-0.0406
2251686,2020-12-15,2021-01-15,310.0,0.3631,-0.0424
2251688,2020-12-15,2021-01-15,311.0,0.3596,-0.0438
2251690,2020-12-15,2021-01-15,312.0,0.3571,-0.0457
2251692,2020-12-15,2021-01-15,313.0,0.3544,-0.0476
2251694,2020-12-15,2021-01-15,314.0,0.3517,-0.0496
2251696,2020-12-15,2021-01-15,315.0,0.3488,-0.0515
2251698,2020-12-15,2021-01-15,316.0,0.3458,-0.0535
2251700,2020-12-15,2021-01-15,317.0,0.3427,-0.0555
2251702,2020-12-15,2021-01-15,318.0,0.3403,-0.057999999999999996
2251704,2020-12-15,2021-01-15,319.0,0.3378,-0.0605
2251706,2020-12-15,2021-01-15,320.0,0.3347,-0.0628
2251708,2020-12-15,2021-01-15,321.0,0.3323,-0.0656
2251710,2020-12-15,2021-01-15,322.0,0.3294,-0.0682
2251712,2020-12-15,2021-01-15,323.0,0.3264,-0.0709
2251714,2020-12-15,2021-01-15,324.0,0.3239,-0.07400000000000001
2251716,2020-12-15,2021-01-15,325.0,0.3213,-0.0772
2251718,2020-12-15,2021-01-15,326.0,0.3185,-0.0804
2251720,2020-12-15,2021-01-15,327.0,0.3156,-0.0837
2251722,2020-12-15,2021-01-15,328.0,0.3132,-0.0874
2251724,2020-12-15,2021-01-15,329.0,0.3105,-0.0911
2251726,2020-12-15,2021-01-15,330.0,0.3078,-0.095
2251728,2020-12-15,2021-01-15,331.0,0.3049,-0.0989
2251730,2020-12-15,2021-01-15,332.0,0.3025,-0.1033
2251732,2020-12-15,2021-01-15,333.0,0.2997,-0.1077
2251734,2020-12-15,2021-01-15,334.0,0.2968,-0.1122
2251736,2020-12-15,2021-01-15,335.0,0.2943,-0.1171
2251738,2020-12-15,2021-01-15,336.0,0.2916,-0.1222
2251740,2020-12-15,2021-01-15,337.0,0.2888,-0.1273
2251742,2020-12-15,2021-01-15,338.0,0.2861,-0.1328
2251744,2020-12-15,2021-01-15,339.0,0.2833,-0.1385
2251746,2020-12-15,2021-01-15,340.0,0.2809,-0.1447
2251748,2020-12-15,2021-01-15,341.0,0.2779,-0.1508
2251750,2020-12-15,2021-01-15,342.0,0.2751,-0.1572
2251752,2020-12-15,2021-01-15,343.0,0.2724,-0.16399999999999998
2251754,2020-12-15,2021-01-15,344.0,0.2697,-0.1712
2251756,2020-12-15,2021-01-15,345.0,0.2667,-0.1784
2251758,2020-12-15,2021-01-15,346.0,0.264,-0.1861
2251760,2020-12-15,2021-01-15,347.0,0.2611,-0.1941
2251762,2020-12-15,2021-01-15,348.0,0.2583,-0.2025
2251764,2020-12-15,2021-01-15,349.0,0.2554,-0.2111
2251766,2020-12-15,2021-01-15,350.0,0.2524,-0.2201
2251768,2020-12-15,2021-01-15,351.0,0.2494,-0.2295
2251770,2020-12-15,2021-01-15,352.0,0.2464,-0.2392
2251772,2020-12-15,2021-01-15,353.0,0.2433,-0.2494
2251774,2020-12-15,2021-01-15,354.0,0.2403,-0.2601
2251776,2020-12-15,2021-01-15,355.0,0.2373,-0.2712
2251778,2020-12-15,2021-01-15,356.0,0.2341,-0.2827
2251780,2020-12-15,2021-01-15,357.0,0.231,-0.2947
2251782,2020-12-15,2021-01-15,358.0,0.2279,-0.3073
2251784,2020-12-15,2021-01-15,359.0,0.2248,-0.3204
2251786,2020-12-15,2021-01-15,360.0,0.2216,-0.33399999999999996
2251788,2020-12-15,2021-01-15,361.0,0.2186,-0.3483
2251790,2020-12-15,2021-01-15,362.0,0.2155,-0.3632
2251792,2020-12-15,2021-01-15,363.0,0.2124,-0.3786
2251794,2020-12-15,2021-01-15,364.0,0.2093,-0.3946
2251796,2020-12-15,2021-01-15,365.0,0.2062,-0.4113
2251798,2020-12-15,2021-01-15,366.0,0.2032,-0.4286
2251800,2020-12-15,2021-01-15,367.0,0.2002,-0.4465
2251802,2020-12-15,2021-01-15,368.0,0.1974,-0.465
2251804,2020-12-15,2021-01-15,369.0,0.1946,-0.4841
2251806,2020-12-15,2021-01-15,370.0,0.1919,-0.5036
2251808,2020-12-15,2021-01-15,371.0,0.1893,-0.5237
2251810,2020-12-15,2021-01-15,372.0,0.1869,-0.5441
2251812,2020-12-15,2021-01-15,373.0,0.1847,-0.5648
2251814,2020-12-15,2021-01-15,374.0,0.1829,-0.5855
2251816,2020-12-15,2021-01-15,375.0,0.1806,-0.6067
2251818,2020-12-15,2021-01-15,376.0,0.1792,-0.6273
2251820,2020-12-15,2021-01-15,377.0,0.1777,-0.6479
2251822,2020-12-15,2021-01-15,378.0,0.1766,-0.6679
2251824,2020-12-15,2021-01-15,379.0,0.1758,-0.6874
2251826,2020-12-15,2021-01-15,380.0,0.175,-0.7064
2251828,2020-12-15,2021-01-15,381.0,0.1752,-0.7238
2251830,2020-12-15,2021-01-15,382.0,0.1753,-0.7407
2251832,2020-12-15,2021-01-15,383.0,0.1761,-0.7561
2251834,2020-12-15,2021-01-15,384.0,0.1773,-0.7702
2251836,2020-12-15,2021-01-15,385.0,0.1786,-0.7835
2251838,2020-12-15,2021-01-15,386.0,0.1806,-0.7952
2251840,2020-12-15,2021-01-15,387.0,0.1826,-0.8062
2251842,2020-12-15,2021-01-15,388.0,0.1853,-0.8156
2251844,2020-12-15,2021-01-15,389.0,0.1877,-0.8248
2251846,2020-12-15,2021-01-15,390.0,0.1912,-0.8320000000000001
2251848,2020-12-15,2021-01-15,391.0,0.1937,-0.8401
2251850,2020-12-15,2021-01-15,392.0,0.1972,-0.8463
2251852,2020-12-15,2021-01-15,393.0,0.2006,-0.8523
2251854,2020-12-15,2021-01-15,394.0,0.2044,-0.8574
2251856,2020-12-15,2021-01-15,395.0,0.2085,-0.8618
2251858,2020-12-15,2021-01-15,396.0,0.2128,-0.8657
2251860,2020-12-15,2021-01-15,397.0,0.2168,-0.8697
2251862,2020-12-15,2021-01-15,398.0,0.2218,-0.8723
2251864,2020-12-15,2021-01-15,399.0,0.226,-0.8756
2251866,2020-12-15,2021-01-15,400.0,0.2325,-0.8762
2251868,2020-12-15,2021-01-15,401.0,0.2347,-0.8813
2251870,2020-12-15,2021-01-15,402.0,0.2392,-0.8838
2251872,2020-12-15,2021-01-15,403.0,0.2436,-0.8862
2251874,2020-12-15,2021-01-15,404.0,0.2485,-0.8879
2251876,2020-12-15,2021-01-15,405.0,0.2529,-0.8901
2251878,2020-12-15,2021-01-15,410.0,0.2758,-0.8984
2251880,2020-12-15,2021-01-15,415.0,0.2985,-0.9048
2251882,2020-12-15,2021-01-15,420.0,0.3207,-0.9101
2251884,2020-12-15,2021-01-15,425.0,0.3423,-0.9147
2251886,2020-12-15,2021-01-15,430.0,0.3634,-0.9186
2251888,2020-12-15,2021-01-15,435.0,0.3836,-0.9222
2251890,2020-12-15,2021-01-15,440.0,0.4036,-0.9253
2251892,2020-12-15,2021-01-15,445.0,0.4233,-0.9279999999999999
2251894,2020-12-15,2021-01-15,450.0,0.4425,-0.9305
2251896,2020-12-15,2021-01-15,455.0,0.4609,-0.9329
2251898,2020-12-15,2021-01-15,460.0,0.4793,-0.935
2251900,2020-12-15,2021-01-15,465.0,0.4973,-0.9368
2251902,2020-12-15,2021-01-15,470.0,0.5151,-0.9385
2251904,2020-12-15,2021-01-15,475.0,0.532,-0.9403
2251906,2020-12-15,2021-01-15,480.0,0.5495,-0.9416
2251908,2020-12-15,2021-01-15,485.0,0.5664,-0.9429
2251910,2020-12-15,2021-01-15,490.0,0.5829,-0.9442
2251912,2020-12-15,2021-01-15,495.0,0.5991,-0.9454
2251914,2020-12-15,2021-01-15,500.0,0.6146,-0.9466
2251916,2020-12-15,2021-01-15,505.0,0.6308,-0.9475
2251918,2020-12-15,2021-01-15,510.0,0.6458,-0.9487
2251920,2020-12-15,2021-01-15,515.0,0.6611,-0.9496
2251922,2020-12-15,2021-01-15,520.0,0.6762,-0.9504
2251924,2020-12-15,2021-01-15,525.0,0.691,-0.9512
2251926,2020-12-15,2021-01-15,530.0,0.7056,-0.9520000000000001
2251928,2020-12-15,2021-01-15,535.0,0.7201,-0.9527
2251930,2020-12-15,2021-01-15,540.0,0.7342,-0.9535
2251932,2020-12-15,2021-01-15,545.0,0.7478,-0.9542
2251934,2020-12-15,2021-01-15,550.0,0.7612,-0.955
2251936,2020-12-15,2021-01-15,555.0,0.7754,-0.9555
2260476,2020-12-16,2021-01-15,25.0,0.392,0.0
2260478,2020-12-16,2021-01-15,30.0,0.392,0.0
2260480,2020-12-16,2021-01-15,35.0,0.392,0.0
2260482,2020-12-16,2021-01-15,40.0,0.392,0.0
2260484,2020-12-16,2021-01-15,45.0,0.392,0.0
2260486,2020-12-16,2021-01-15,50.0,0.392,0.0
2260488,2020-12-16,2021-01-15,55.0,0.392,0.0
2260490,2020-12-16,2021-01-15,60.0,0.392,0.0
2260492,2020-12-16,2021-01-15,65.0,0.392,0.0
2260494,2020-12-16,2021-01-15,70.0,0.392,0.0
2260496,2020-12-16,2021-01-15,75.0,0.392,0.0
2260498,2020-12-16,2021-01-15,80.0,0.392,0.0
2260500,2020-12-16,2021-01-15,85.0,0.392,0.0
2260502,2020-12-16,2021-01-15,90.0,0.392,0.0
2260504,2020-12-16,2021-01-15,95.0,0.392,0.0
2260506,2020-12-16,2021-01-15,100.0,0.392,0.0
2260508,2020-12-16,2021-01-15,105.0,0.392,0.0
2260510,2020-12-16,2021-01-15,110.0,0.392,0.0
2260512,2020-12-16,2021-01-15,115.0,0.392,0.0
2260514,2020-12-16,2021-01-15,120.0,0.392,0.0
2260516,2020-12-16,2021-01-15,125.0,0.392,0.0
2260518,2020-12-16,2021-01-15,130.0,0.392,0.0
2260520,2020-12-16,2021-01-15,135.0,1.1198,-0.0004
2260522,2020-12-16,2021-01-15,140.0,1.0809,-0.0004
2260524,2020-12-16,2021-01-15,145.0,1.0434,-0.0005
2260526,2020-12-16,2021-01-15,150.0,1.0072,-0.0005
2260528,2020-12-16,2021-01-15,155.0,1.0165,-0.0008
2260530,2020-12-16,2021-01-15,160.0,0.9811,-0.0008
2260532,2020-12-16,2021-01-15,165.0,0.9468,-0.0008
2260534,2020-12-16,2021-01-15,170.0,0.9135,-0.0009
2260536,2020-12-16,2021-01-15,175.0,0.9085,-0.0012
2260538,2020-12-16,2021-01-15,180.0,0.8762,-0.0013
2260540,2020-12-16,2021-01-15,185.0,0.8651,-0.0016
2260542,2020-12-16,2021-01-15,190.0,0.8337,-0.0017
2260544,2020-12-16,2021-01-15,191.0,0.8276,-0.0017
2260546,2020-12-16,2021-01-15,192.0,0.8214,-0.0017
2260548,2020-12-16,2021-01-15,193.0,0.8315,-0.002
2260550,2020-12-16,2021-01-15,194.0,0.8253,-0.002
2260552,2020-12-16,2021-01-15,195.0,0.8192,-0.002
2260554,2020-12-16,2021-01-15,196.0,0.8131,-0.0021
2260556,2020-12-16,2021-01-15,197.0,0.807,-0.0021
2260558,2020-12-16,2021-01-15,198.0,0.8009,-0.0021
2260560,2020-12-16,2021-01-15,199.0,0.7949,-0.0021
2260562,2020-12-16,2021-01-15,200.0,0.7889,-0.0021
2260564,2020-12-16,2021-01-15,201.0,0.7962,-0.0025
2260566,2020-12-16,2021-01-15,202.0,0.7902,-0.0025
2260568,2020-12-16,2021-01-15,203.0,0.7842,-0.0025
2260570,2020-12-16,2021-01-15,204.0,0.7782,-0.0025
2260572,2020-12-16,2021-01-15,205.0,0.7722,-0.0025
2260574,2020-12-16,2021-01-15,206.0,0.7663,-0.0025
2260576,2020-12-16,2021-01-15,207.0,0.7604,-0.0026
2260578,2020-12-16,2021-01-15,208.0,0.7659,-0.0029
2260580,2020-12-16,2021-01-15,209.0,0.76,-0.0029
2260582,2020-12-16,2021-01-15,210.0,0.7541,-0.003
2260584,2020-12-16,2021-01-15,211.0,0.7482,-0.003
2260586,2020-12-16,2021-01-15,212.0,0.7424,-0.003
2260588,2020-12-16,2021-01-15,213.0,0.7366,-0.003
2260590,2020-12-16,2021-01-15,214.0,0.7308,-0.003
2260592,2020-12-16,2021-01-15,215.0,0.7348,-0.0034
2260594,2020-12-16,2021-01-15,216.0,0.7290000000000001,-0.0034
2260596,2020-12-16,2021-01-15,217.0,0.7232,-0.0034
2260598,2020-12-16,2021-01-15,218.0,0.7175,-0.0035
2260600,2020-12-16,2021-01-15,219.0,0.7118,-0.0035
2260602,2020-12-16,2021-01-15,220.0,0.706,-0.0035
2260604,2020-12-16,2021-01-15,221.0,0.7004,-0.0036
2260606,2020-12-16,2021-01-15,222.0,0.7032,-0.0039
2260608,2020-12-16,2021-01-15,223.0,0.6975,-0.004
2260610,2020-12-16,2021-01-15,224.0,0.6919,-0.004
2260612,2020-12-16,2021-01-15,225.0,0.6862,-0.004
2260614,2020-12-16,2021-01-15,226.0,0.6806,-0.0041
2260616,2020-12-16,2021-01-15,227.0,0.675,-0.0041
2260618,2020-12-16,2021-01-15,228.0,0.677,-0.0045
2260620,2020-12-16,2021-01-15,229.0,0.6714,-0.0045
2260622,2020-12-16,2021-01-15,230.0,0.6658,-0.0045
2260624,2020-12-16,2021-01-15,231.0,0.6603,-0.0046
2260626,2020-12-16,2021-01-15,232.0,0.6547,-0.0046
2260628,2020-12-16,2021-01-15,233.0,0.6559999999999999,-0.005
2260630,2020-12-16,2021-01-15,234.0,0.6504,-0.005
2260632,2020-12-16,2021-01-15,235.0,0.6449,-0.0051
2260634,2020-12-16,2021-01-15,236.0,0.6394,-0.0051
2260636,2020-12-16,2021-01-15,237.0,0.6339,-0.0052
2260638,2020-12-16,2021-01-15,238.0,0.6346,-0.0056
2260640,2020-12-16,2021-01-15,239.0,0.6291,-0.0056
2260642,2020-12-16,2021-01-15,240.0,0.6237,-0.0057
2260644,2020-12-16,2021-01-15,241.0,0.6182,-0.0057
2260646,2020-12-16,2021-01-15,242.0,0.6185,-0.0061
2260648,2020-12-16,2021-01-15,243.0,0.613,-0.0062
2260650,2020-12-16,2021-01-15,244.0,0.6075,-0.0062
2260652,2020-12-16,2021-01-15,245.0,0.6021,-0.0063
2260654,2020-12-16,2021-01-15,246.0,0.6019,-0.0067
2260656,2020-12-16,2021-01-15,247.0,0.5965,-0.0068
2260658,2020-12-16,2021-01-15,248.0,0.5912,-0.0068
2260660,2020-12-16,2021-01-15,249.0,0.5858,-0.0069
2260662,2020-12-16,2021-01-15,250.0,0.5853,-0.0073
2260664,2020-12-16,2021-01-15,251.0,0.5799,-0.0074
2260666,2020-12-16,2021-01-15,252.0,0.5745,-0.0074
2260668,2020-12-16,2021-01-15,253.0,0.5737,-0.0079
2260670,2020-12-16,2021-01-15,254.0,0.5683,-0.008
2260672,2020-12-16,2021-01-15,255.0,0.563,-0.008
2260674,2020-12-16,2021-01-15,256.0,0.5618,-0.0085
2260676,2020-12-16,2021-01-15,257.0,0.5565,-0.0086
2260678,2020-12-16,2021-01-15,258.0,0.5512,-0.0086
2260680,2020-12-16,2021-01-15,259.0,0.5498,-0.0091
2260682,2020-12-16,2021-01-15,260.0,0.5445,-0.0092
2260684,2020-12-16,2021-01-15,261.0,0.5429999999999999,-0.0097
2260686,2020-12-16,2021-01-15,262.0,0.5377,-0.0097
2260688,2020-12-16,2021-01-15,263.0,0.5324,-0.0098
2260690,2020-12-16,2021-01-15,264.0,0.5306,-0.0103
2260692,2020-12-16,2021-01-15,265.0,0.5253,-0.0104
2260694,2020-12-16,2021-01-15,266.0,0.5234,-0.0109
2260696,2020-12-16,2021-01-15,267.0,0.5181,-0.011000000000000001
2260698,2020-12-16,2021-01-15,268.0,0.5128,-0.0111
2260700,2020-12-16,2021-01-15,269.0,0.5108,-0.0116
2260702,2020-12-16,2021-01-15,270.0,0.5055,-0.0117
2260704,2020-12-16,2021-01-15,271.0,0.5033,-0.0123
2260706,2020-12-16,2021-01-15,272.0,0.498,-0.0124
2260708,2020-12-16,2021-01-15,273.0,0.4957,-0.0129
2260710,2020-12-16,2021-01-15,274.0,0.4904,-0.013000000000000001
2260712,2020-12-16,2021-01-15,275.0,0.488,-0.0136
2260714,2020-12-16,2021-01-15,276.0,0.4827,-0.0137
2260716,2020-12-16,2021-01-15,277.0,0.4801,-0.0143
2260718,2020-12-16,2021-01-15,278.0,0.4748,-0.0144
2260720,2020-12-16,2021-01-15,279.0,0.4721,-0.015
2260722,2020-12-16,2021-01-15,280.0,0.4694,-0.0156
2260724,2020-12-16,2021-01-15,281.0,0.4641,-0.0157
2260726,2020-12-16,2021-01-15,282.0,0.4613,-0.0163
2260728,2020-12-16,2021-01-15,283.0,0.4583,-0.0169
2260730,2020-12-16,2021-01-15,284.0,0.45299999999999996,-0.0171
2260732,2020-12-16,2021-01-15,285.0,0.45,-0.0177
2260734,2020-12-16,2021-01-15,286.0,0.4469,-0.0183
2260736,2020-12-16,2021-01-15,287.0,0.4416,-0.0185
2260738,2020-12-16,2021-01-15,288.0,0.4385,-0.0191
2260740,2020-12-16,2021-01-15,289.0,0.4352,-0.0198
2260742,2020-12-16,2021-01-15,290.0,0.4319,-0.0204
2260744,2020-12-16,2021-01-15,291.0,0.4285,-0.0211
2260746,2020-12-16,2021-01-15,292.0,0.4232,-0.0213
2260748,2020-12-16,2021-01-15,293.0,0.4198,-0.022000000000000002
2260750,2020-12-16,2021-01-15,294.0,0.4163,-0.0227
2260752,2020-12-16,2021-01-15,295.0,0.4128,-0.0234
2260754,2020-12-16,2021-01-15,296.0,0.4091,-0.0241
2260756,2020-12-16,2021-01-15,297.0,0.4055,-0.0248
2260758,2020-12-16,2021-01-15,298.0,0.4034,-0.026000000000000002
2260760,2020-12-16,2021-01-15,299.0,0.3997,-0.0268
2260762,2020-12-16,2021-01-15,300.0,0.3958,-0.0275
2260764,2020-12-16,2021-01-15,301.0,0.392,-0.0283
2260766,2020-12-16,2021-01-15,302.0,0.3895,-0.0295
2260768,2020-12-16,2021-01-15,303.0,0.3855,-0.0303
2260770,2020-12-16,2021-01-15,304.0,0.3822,-0.0314
2260772,2020-12-16,2021-01-15,305.0,0.3788,-0.0324
2260774,2020-12-16,2021-01-15,306.0,0.376,-0.0338
2260776,2020-12-16,2021-01-15,307.0,0.3719,-0.0347
2260778,2020-12-16,2021-01-15,308.0,0.3689,-0.036000000000000004
2260780,2020-12-16,2021-01-15,309.0,0.3658,-0.0374
2260782,2020-12-16,2021-01-15,310.0,0.3626,-0.0387
2260784,2020-12-16,2021-01-15,311.0,0.3594,-0.0402
2260786,2020-12-16,2021-01-15,312.0,0.3561,-0.0416
2260788,2020-12-16,2021-01-15,313.0,0.3527,-0.0431
2260790,2020-12-16,2021-01-15,314.0,0.3502,-0.045
2260792,2020-12-16,2021-01-15,315.0,0.3466,-0.0465
2260794,2020-12-16,2021-01-15,316.0,0.3439,-0.0485
2260796,2020-12-16,2021-01-15,317.0,0.3401,-0.0501
2260798,2020-12-16,2021-01-15,318.0,0.3372,-0.0521
2260800,2020-12-16,2021-01-15,319.0,0.3346,-0.0544
2260802,2020-12-16,2021-01-15,320.0,0.3319,-0.0568
2260804,2020-12-16,2021-01-15,321.0,0.3287,-0.059000000000000004
2260806,2020-12-16,2021-01-15,322.0,0.3262,-0.0617
2260808,2020-12-16,2021-01-15,323.0,0.32299999999999995,-0.0641
2260810,2020-12-16,2021-01-15,324.0,0.3202,-0.0668
2260812,2020-12-16,2021-01-15,325.0,0.3172,-0.0696
2260814,2020-12-16,2021-01-15,326.0,0.3144,-0.0726
2260816,2020-12-16,2021-01-15,327.0,0.3116,-0.0757
2260818,2020-12-16,2021-01-15,328.0,0.3085,-0.0788
2260820,2020-12-16,2021-01-15,329.0,0.3057,-0.0822
2260822,2020-12-16,2021-01-15,330.0,0.303,-0.0859
2260824,2020-12-16,2021-01-15,331.0,0.3002,-0.0897
2260826,2020-12-16,2021-01-15,332.0,0.2973,-0.0935
2260828,2020-12-16,2021-01-15,333.0,0.2946,-0.0977
2260830,2020-12-16,2021-01-15,334.0,0.2916,-0.1019
2260832,2020-12-16,2021-01-15,335.0,0.289,-0.1065
2260834,2020-12-16,2021-01-15,336.0,0.2862,-0.1113
2260836,2020-12-16,2021-01-15,337.0,0.2832,-0.1161
2260838,2020-12-16,2021-01-15,338.0,0.2806,-0.1214
2260840,2020-12-16,2021-01-15,339.0,0.2777,-0.1268
2260842,2020-12-16,2021-01-15,340.0,0.2752,-0.1327
2260844,2020-12-16,2021-01-15,341.0,0.2721,-0.1384
2260846,2020-12-16,2021-01-15,342.0,0.2692,-0.1446
2260848,2020-12-16,2021-01-15,343.0,0.2666,-0.1513
2260850,2020-12-16,2021-01-15,344.0,0.2637,-0.1581
2260852,2020-12-16,2021-01-15,345.0,0.261,-0.1653
2260854,2020-12-16,2021-01-15,346.0,0.258,-0.1727
2260856,2020-12-16,2021-01-15,347.0,0.2551,-0.1804
2260858,2020-12-16,2021-01-15,348.0,0.2522,-0.1886
2260860,2020-12-16,2021-01-15,349.0,0.2493,-0.1971
2260862,2020-12-16,2021-01-15,350.0,0.2463,-0.20600000000000002
2260864,2020-12-16,2021-01-15,351.0,0.2432,-0.2151
2260866,2020-12-16,2021-01-15,352.0,0.2402,-0.2248
2260868,2020-12-16,2021-01-15,353.0,0.2372,-0.235
2260870,2020-12-16,2021-01-15,354.0,0.2341,-0.2456
2260872,2020-12-16,2021-01-15,355.0,0.231,-0.2566
2260874,2020-12-16,2021-01-15,356.0,0.2278,-0.2681
2260876,2020-12-16,2021-01-15,357.0,0.2248,-0.2803
2260878,2020-12-16,2021-01-15,358.0,0.2216,-0.2929
2260880,2020-12-16,2021-01-15,359.0,0.2184,-0.3061
2260882,2020-12-16,2021-01-15,360.0,0.2151,-0.3199
2260884,2020-12-16,2021-01-15,361.0,0.212,-0.3343
2260886,2020-12-16,2021-01-15,362.0,0.2088,-0.3494
2260888,2020-12-16,2021-01-15,363.0,0.2057,-0.3652
2260890,2020-12-16,2021-01-15,364.0,0.2025,-0.3817
2260892,2020-12-16,2021-01-15,365.0,0.1993,-0.3988
2260894,2020-12-16,2021-01-15,366.0,0.1963,-0.4167
2260896,2020-12-16,2021-01-15,367.0,0.1934,-0.4353
2260898,2020-12-16,2021-01-15,368.0,0.1903,-0.4545
2260900,2020-12-16,2021-01-15,369.0,0.1875,-0.4744
2260902,2020-12-16,2021-01-15,370.0,0.1848,-0.4949
2260904,2020-12-16,2021-01-15,371.0,0.1822,-0.5159
2260906,2020-12-16,2021-01-15,372.0,0.1798,-0.5374
2260908,2020-12-16,2021-01-15,373.0,0.1774,-0.5593
2260910,2020-12-16,2021-01-15,374.0,0.1751,-0.5815
2260912,2020-12-16,2021-01-15,375.0,0.1731,-0.6037
2260914,2020-12-16,2021-01-15,376.0,0.1726,-0.6249
2260916,2020-12-16,2021-01-15,377.0,0.1704,-0.6473
2260918,2020-12-16,2021-01-15,378.0,0.1692,-0.6686
2260920,2020-12-16,2021-01-15,379.0,0.1685,-0.6891
2260922,2020-12-16,2021-01-15,380.0,0.1679,-0.7090000000000001
2260924,2020-12-16,2021-01-15,381.0,0.1679,-0.7276
2260926,2020-12-16,2021-01-15,382.0,0.1683,-0.745
2260928,2020-12-16,2021-01-15,383.0,0.1686,-0.7618
2260930,2020-12-16,2021-01-15,384.0,0.1696,-0.7769
2260932,2020-12-16,2021-01-15,385.0,0.1707,-0.7909999999999999
2260934,2020-12-16,2021-01-15,386.0,0.1723,-0.8037
2260936,2020-12-16,2021-01-15,387.0,0.1743,-0.8151
2260938,2020-12-16,2021-01-15,388.0,0.1765,-0.8254
2260940,2020-12-16,2021-01-15,389.0,0.179,-0.8347
2260942,2020-12-16,2021-01-15,390.0,0.1823,-0.8423
2260944,2020-12-16,2021-01-15,391.0,0.1849,-0.8503
2260946,2020-12-16,2021-01-15,392.0,0.1911,-0.853
2260948,2020-12-16,2021-01-15,393.0,0.1925,-0.8616
2260950,2020-12-16,2021-01-15,394.0,0.1965,-0.8665
2260952,2020-12-16,2021-01-15,395.0,0.1994,-0.8723
2260954,2020-12-16,2021-01-15,396.0,0.2035,-0.8764
2260956,2020-12-16,2021-01-15,397.0,0.2075,-0.8802
2260958,2020-12-16,2021-01-15,398.0,0.2116,-0.8838
2260960,2020-12-16,2021-01-15,399.0,0.2181,-0.8843
2260962,2020-12-16,2021-01-15,400.0,0.2217,-0.888
2260964,2020-12-16,2021-01-15,401.0,0.2249,-0.8919
2260966,2020-12-16,2021-01-15,402.0,0.2301,-0.8935
2260968,2020-12-16,2021-01-15,403.0,0.2339,-0.8964
2260970,2020-12-16,2021-01-15,404.0,0.2382,-0.8987
2260972,2020-12-16,2021-01-15,405.0,0.243,-0.9003
2260974,2020-12-16,2021-01-15,410.0,0.2663,-0.9076
2260976,2020-12-16,2021-01-15,415.0,0.2881,-0.9143
2260978,2020-12-16,2021-01-15,420.0,0.3101,-0.9192
2260980,2020-12-16,2021-01-15,425.0,0.3313,-0.9236
2260982,2020-12-16,2021-01-15,430.0,0.3521,-0.9273
2260984,2020-12-16,2021-01-15,435.0,0.3726,-0.9304
2260986,2020-12-16,2021-01-15,440.0,0.39,-0.9346
2260988,2020-12-16,2021-01-15,445.0,0.4094,-0.937
2260990,2020-12-16,2021-01-15,450.0,0.4284,-0.9393
2260992,2020-12-16,2021-01-15,455.0,0.4469,-0.9413
2260994,2020-12-16,2021-01-15,460.0,0.4651,-0.9432
2260996,2020-12-16,2021-01-15,465.0,0.4829,-0.9449
2260998,2020-12-16,2021-01-15,470.0,0.5005,-0.9464
2261000,2020-12-16,2021-01-15,475.0,0.5177,-0.9478
2261002,2020-12-16,2021-01-15,480.0,0.534,-0.9493
2261004,2020-12-16,2021-01-15,485.0,0.5506,-0.9506
2261006,2020-12-16,2021-01-15,490.0,0.5669,-0.9517
2261008,2020-12-16,2021-01-15,495.0,0.583,-0.9528
2261010,2020-12-16,2021-01-15,500.0,0.5985,-0.9538
2261012,2020-12-16,2021-01-15,505.0,0.6142,-0.9547
2261014,2020-12-16,2021-01-15,510.0,0.6295,-0.9556
2261016,2020-12-16,2021-01-15,515.0,0.6442,-0.9565
2261018,2020-12-16,2021-01-15,520.0,0.6591,-0.9573
2261020,2020-12-16,2021-01-15,525.0,0.6738,-0.958
2261022,2020-12-16,2021-01-15,530.0,0.6883,-0.9587
2261024,2020-12-16,2021-01-15,535.0,0.7026,-0.9594
2261026,2020-12-16,2021-01-15,540.0,0.7167,-0.96
2261028,2020-12-16,2021-01-15,545.0,0.7299,-0.9607
2261030,2020-12-16,2021-01-15,550.0,0.7436,-0.9613
2261032,2020-12-16,2021-01-15,555.0,0.7571,-0.9618
2269604,2020-12-17,2021-01-15,25.0,0.3796,0.0
2269606,2020-12-17,2021-01-15,30.0,0.3796,0.0
2269608,2020-12-17,2021-01-15,35.0,0.3796,0.0
2269610,2020-12-17,2021-01-15,40.0,0.3796,0.0
2269612,2020-12-17,2021-01-15,45.0,0.3796,0.0
2269614,2020-12-17,2021-01-15,50.0,0.3796,0.0
2269616,2020-12-17,2021-01-15,55.0,0.3796,0.0
2269618,2020-12-17,2021-01-15,60.0,0.3796,0.0
2269620,2020-12-17,2021-01-15,65.0,0.3796,0.0
2269622,2020-12-17,2021-01-15,70.0,0.3796,0.0
2269624,2020-12-17,2021-01-15,75.0,0.3796,0.0
2269626,2020-12-17,2021-01-15,80.0,0.3796,0.0
2269628,2020-12-17,2021-01-15,85.0,0.3796,0.0
2269630,2020-12-17,2021-01-15,90.0,0.3796,0.0
2269632,2020-12-17,2021-01-15,95.0,0.3796,0.0
2269634,2020-12-17,2021-01-15,100.0,0.3796,0.0
